s,C,C,C
 6.9700449E+002, 2.0236983E+001, 9.7744172E+001, 1.2736577E+002
 6.9800738E+002, 2.0216594E+001, 1.0471325E+002, 1.2829062E+002
 6.9901028E+002, 2.0211334E+001, 9.7319670E+001, 1.2884521E+002
 7.0001317E+002, 2.0227296E+001, 1.0385518E+002, 1.2779605E+002
 7.0101180E+002, 2.0215981E+001, 8.4855590E+001, 1.2742937E+002
 7.0201405E+002, 2.0214655E+001, 9.3205497E+001, 1.2854737E+002
 7.0301366E+002, 2.0211203E+001, 6.2477086E+001, 1.2873638E+002
 7.0401139E+002, 2.0203111E+001, 8.8001422E+001, 1.3030754E+002
 7.0500186E+002, 2.0213220E+001, 8.9820790E+001, 1.3240542E+002
 7.0600012E+002, 2.0223881E+001, 9.2042286E+001, 1.3511976E+002
 7.0701063E+002, 2.0228226E+001, 9.4234108E+001, 1.3488346E+002
 7.0802114E+002, 2.0238494E+001, 6.7827282E+001, 1.3268507E+002
 7.0900919E+002, 2.0250081E+001, 9.8338821E+001, 1.3200472E+002
 7.1000498E+002, 2.0249490E+001, 6.0209560E+001, 1.3151476E+002
 7.1100209E+002, 2.0237052E+001, 7.5681847E+001, 1.3022697E+002
 7.1200466E+002, 2.0250878E+001, 9.1525136E+001, 1.3122379E+002
 7.1301959E+002, 2.0238158E+001, 5.5192574E+001, 1.3310051E+002
 7.1401639E+002, 2.0228805E+001, 7.7691886E+001, 1.3211453E+002
 7.1500351E+002, 2.0215403E+001, 8.7890084E+001, 1.3218796E+002
 7.1600960E+002, 2.0222885E+001, 7.5888333E+001, 1.3131006E+002
 7.1700473E+002, 2.0221281E+001, 8.4545005E+001, 1.3024725E+002
 7.1800381E+002, 2.0221874E+001, 7.9285072E+001, 1.3147172E+002
 7.1901067E+002, 2.0225142E+001, 9.2532450E+001, 1.3115006E+002
 7.2000954E+002, 2.0243878E+001, 8.3649056E+001, 1.3418460E+002
 7.2101384E+002, 2.0239859E+001, 8.3745355E+001, 1.3200930E+002
 7.2200950E+002, 2.0236417E+001, 9.7410707E+001, 1.3034739E+002
 7.2300792E+002, 2.0236158E+001, 8.0966482E+001, 1.3012259E+002
 7.2401663E+002, 2.0236477E+001, 6.1805716E+001, 1.2934687E+002
 7.2502094E+002, 2.0241931E+001, 9.5113843E+001, 1.3367543E+002
 7.2601727E+002, 2.0231029E+001, 1.0195359E+002, 1.3036633E+002
 7.2701804E+002, 2.0232470E+001, 1.0211477E+002, 1.3111075E+002
 7.2801041E+002, 2.0235508E+001, 1.0497219E+002, 1.3217885E+002
 7.2900206E+002, 2.0230202E+001, 8.8329445E+001, 1.3051866E+002
 7.3001756E+002, 2.0223481E+001, 1.0691144E+002, 1.2885355E+002
 7.3101197E+002, 2.0222068E+001, 8.8119345E+001, 1.2943281E+002
 7.3201603E+002, 2.0223136E+001, 7.3894267E+001, 1.3073314E+002
 7.3300748E+002, 2.0210384E+001, 7.7123625E+001, 1.3114415E+002
 7.3400976E+002, 2.0211409E+001, 9.8929142E+001, 1.3132479E+002
 7.3501295E+002, 2.0222688E+001, 9.4498813E+001, 1.2976850E+002
 7.3601623E+002, 2.0223440E+001, 6.1443628E+001, 1.3132427E+002
 7.3702115E+002, 2.0221415E+001, 8.5703342E+001, 1.3050570E+002
 7.3800121E+002, 2.0214022E+001, 9.9416380E+001, 1.3075300E+002
 7.3901576E+002, 2.0223433E+001, 1.0439001E+002, 1.3019220E+002
 7.4001678E+002, 2.0219378E+001, 9.8372221E+001, 1.2974281E+002
 7.4100379E+002, 2.0217762E+001, 9.3023035E+001, 1.3198793E+002
 7.4200802E+002, 2.0216730E+001, 7.5171540E+001, 1.3154987E+002
 7.4301123E+002, 2.0222804E+001, 8.9648489E+001, 1.3055593E+002
 7.4401025E+002, 2.0232737E+001, 8.4617246E+001, 1.3014338E+002
 7.4500152E+002, 2.0242980E+001, 6.4296447E+001, 1.3346752E+002
 7.4601946E+002, 2.0244183E+001, 8.3109145E+001, 1.3183086E+002
 7.4700377E+002, 2.0256488E+001, 1.0226897E+002, 1.2990045E+002
 7.4801316E+002, 2.0264583E+001, 8.1459079E+001, 1.3030782E+002
 7.4902134E+002, 2.0266197E+001, 7.5515290E+001, 1.3139980E+002
 7.5000751E+002, 2.0245764E+001, 8.8386438E+001, 1.3236815E+002
 7.5101609E+002, 2.0259713E+001, 8.4967802E+001, 1.3022010E+002
 7.5201469E+002, 2.0250005E+001, 9.2870052E+001, 1.2964705E+002
 7.5301818E+002, 2.0240232E+001, 8.9725127E+001, 1.3023230E+002
 7.5400989E+002, 2.0256241E+001, 8.5967228E+001, 1.3183433E+002
 7.5500161E+002, 2.0289784E+001, 7.8132885E+001, 1.3172693E+002
 7.5601471E+002, 2.0273556E+001, 8.9760760E+001, 1.3081459E+002
 7.5701725E+002, 2.0285446E+001, 9.3292245E+001, 1.3123919E+002
 7.5801460E+002, 2.0264109E+001, 9.5704988E+001, 1.3137267E+002
 7.5900285E+002, 2.0241777E+001, 9.0773735E+001, 1.3073395E+002
 7.6001277E+002, 2.0235317E+001, 9.3957316E+001, 1.3065600E+002
 7.6102290E+002, 2.0242753E+001, 9.5919565E+001, 1.3331396E+002
 7.6201620E+002, 2.0239635E+001, 9.7974593E+001, 1.3305401E+002
 7.6301226E+002, 2.0244057E+001, 9.4226461E+001, 1.3103222E+002
 7.6401552E+002, 2.0239333E+001, 9.6249195E+001, 1.3256165E+002
 7.6500496E+002, 2.0226569E+001, 1.0005617E+002, 1.3429645E+002
 7.6601100E+002, 2.0221872E+001, 8.9480068E+001, 1.3293355E+002
 7.6701703E+002, 2.0232207E+001, 9.8732384E+001, 1.3111313E+002
 7.6800624E+002, 2.0232717E+001, 9.1980074E+001, 1.3120700E+002
 7.6902165E+002, 2.0251567E+001, 1.0105440E+002, 1.3191488E+002
 7.7000496E+002, 2.0233949E+001, 1.0532423E+002, 1.2886324E+002
 7.7102113E+002, 2.0249378E+001, 9.0040555E+001, 1.2919795E+002
 7.7202048E+002, 2.0260982E+001, 8.8953155E+001, 1.3084016E+002
 7.7300334E+002, 2.0255718E+001, 6.7336160E+001, 1.3124962E+002
 7.7401540E+002, 2.0243963E+001, 7.0139009E+001, 1.2979148E+002
 7.7501082E+002, 2.0238145E+001, 1.0182489E+002, 1.3153932E+002
 7.7600409E+002, 2.0235492E+001, 1.0287134E+002, 1.3227377E+002
 7.7702104E+002, 2.0233078E+001, 1.0518445E+002, 1.3093871E+002
 7.7801149E+002, 2.0251198E+001, 1.0433377E+002, 1.2940717E+002
 7.7900591E+002, 2.0266801E+001, 9.9364037E+001, 1.3152702E+002
 7.8000541E+002, 2.0265120E+001, 9.8947909E+001, 1.3202668E+002
 7.8100098E+002, 2.0274319E+001, 1.0241510E+002, 1.3204354E+002
 7.8200728E+002, 2.0244515E+001, 1.0449068E+002, 1.3466192E+002
 7.8300986E+002, 2.0225959E+001, 1.0117908E+002, 1.3102958E+002
 7.8400478E+002, 2.0244359E+001, 7.9639664E+001, 1.3155425E+002
 7.8500899E+002, 2.0237189E+001, 9.8613731E+001, 1.3139633E+002
 7.8601412E+002, 2.0248444E+001, 6.6555158E+001, 1.3164607E+002
 7.8700919E+002, 2.0246835E+001, 8.9333447E+001, 1.3148867E+002
 7.8801240E+002, 2.0242257E+001, 9.8934200E+001, 1.3098879E+002
 7.8900869E+002, 2.0250872E+001, 9.9831938E+001, 1.3102936E+002
 7.9000028E+002, 2.0252830E+001, 5.4499291E+001, 1.3015949E+002
 7.9100805E+002, 2.0250074E+001, 8.2345482E+001, 1.3326830E+002
 7.9201583E+002, 2.0249820E+001, 9.3387795E+001, 1.2905738E+002
 7.9300681E+002, 2.0244544E+001, 9.8599289E+001, 1.2965060E+002
 7.9401743E+002, 2.0242724E+001, 8.8987238E+001, 1.3145140E+002
 7.9500546E+002, 2.0256785E+001, 9.1081509E+001, 1.3108189E+002
 7.9600185E+002, 2.0261223E+001, 9.8759956E+001, 1.3423264E+002
 7.9701771E+002, 2.0265896E+001, 8.0259868E+001, 1.3406916E+002
 7.9801475E+002, 2.0275426E+001, 6.9990425E+001, 1.3334975E+002
 7.9902300E+002, 2.0254008E+001, 9.0779134E+001, 1.3463044E+002
 8.0000993E+002, 2.0244382E+001, 8.1861635E+001, 1.3253658E+002
 8.0100264E+002, 2.0242742E+001, 9.1456209E+001, 1.3462048E+002
 8.0201520E+002, 2.0242143E+001, 1.0163762E+002, 1.3270143E+002
 8.0300417E+002, 2.0261174E+001, 9.8675289E+001, 1.3639122E+002
 8.0400799E+002, 2.0280364E+001, 8.6533492E+001, 1.3308485E+002
 8.0501181E+002, 2.0260666E+001, 9.2907926E+001, 1.3365135E+002
 8.0601637E+002, 2.0246390E+001, 9.6951025E+001, 1.3444735E+002
 8.0701881E+002, 2.0266805E+001, 9.6052253E+001, 1.3412361E+002
 8.0800714E+002, 2.0249045E+001, 7.3232962E+001, 1.3394771E+002
 8.0902075E+002, 2.0236059E+001, 8.0243766E+001, 1.3384266E+002
 8.1001674E+002, 2.0241748E+001, 9.5608195E+001, 1.3410147E+002
 8.1100298E+002, 2.0234074E+001, 9.9894248E+001, 1.3409444E+002
 8.1200053E+002, 2.0231790E+001, 9.6353350E+001, 1.3389042E+002
 8.1301014E+002, 2.0240540E+001, 9.8110282E+001, 1.3241117E+002
 8.1401760E+002, 2.0224783E+001, 6.8445444E+001, 1.3247505E+002
 8.1500154E+002, 2.0227854E+001, 7.5561839E+001, 1.2959238E+002
 8.1602033E+002, 2.0250705E+001, 9.8386090E+001, 1.3320105E+002
 8.1701745E+002, 2.0241922E+001, 8.8425070E+001, 1.3458505E+002
 8.1800823E+002, 2.0246542E+001, 8.9702793E+001, 1.3078920E+002
 8.1900236E+002, 2.0243772E+001, 9.8239083E+001, 1.3028506E+002
 8.2000572E+002, 2.0233499E+001, 8.1920387E+001, 1.3285212E+002
 8.2100038E+002, 2.0219039E+001, 1.0425131E+002, 1.3436492E+002
 8.2202173E+002, 2.0215336E+001, 9.7295929E+001, 1.3290981E+002
 8.2301761E+002, 2.0220197E+001, 8.6224108E+001, 1.3372753E+002
 8.2401577E+002, 2.0228121E+001, 9.3580766E+001, 1.3462797E+002
 8.2500293E+002, 2.0224062E+001, 1.0571823E+002, 1.3466050E+002
 8.2600027E+002, 2.0228798E+001, 1.0712502E+002, 1.3362863E+002
 8.2700180E+002, 2.0228216E+001, 1.0145568E+002, 1.3489513E+002
 8.2800333E+002, 2.0232089E+001, 8.4335059E+001, 1.3418354E+002
 8.2900860E+002, 2.0235753E+001, 8.8595702E+001, 1.3349402E+002
 8.3001712E+002, 2.0238372E+001, 8.8228119E+001, 1.3289330E+002
 8.3100419E+002, 2.0248340E+001, 4.6536387E+001, 1.3188250E+002
 8.3200861E+002, 2.0234835E+001, 7.9516272E+001, 1.3193511E+002
 8.3301245E+002, 2.0235552E+001, 6.2876056E+001, 1.3286630E+002
 8.3401166E+002, 2.0236510E+001, 7.6526257E+001, 1.3197833E+002
 8.3501477E+002, 2.0241944E+001, 8.1959716E+001, 1.3196089E+002
 8.3601184E+002, 2.0256064E+001, 1.0058810E+002, 1.3172620E+002
 8.3702059E+002, 2.0244020E+001, 8.7286952E+001, 1.3040799E+002
 8.3801819E+002, 2.0231292E+001, 8.3412075E+001, 1.3087817E+002
 8.3901580E+002, 2.0252960E+001, 8.1656652E+001, 1.2965140E+002
 8.4001362E+002, 2.0236350E+001, 9.0710562E+001, 1.3108641E+002
 8.4100619E+002, 2.0232294E+001, 9.8512906E+001, 1.3112747E+002
 8.4201087E+002, 2.0237760E+001, 9.3538804E+001, 1.3150231E+002
 8.4301556E+002, 2.0238470E+001, 6.0013181E+001, 1.3120307E+002
 8.4400360E+002, 2.0252409E+001, 8.3513738E+001, 1.3224078E+002
 8.4501242E+002, 2.0239102E+001, 9.3417985E+001, 1.3414535E+002
 8.4601658E+002, 2.0262349E+001, 8.3845073E+001, 1.3320124E+002
 8.4702080E+002, 2.0268836E+001, 8.6281371E+001, 1.3356199E+002
 8.4801250E+002, 2.0249662E+001, 9.9308670E+001, 1.3017903E+002
 8.4900301E+002, 2.0261750E+001, 5.2962145E+001, 1.3150928E+002
 8.5000784E+002, 2.0252258E+001, 8.3805550E+001, 1.3245154E+002
 8.5100452E+002, 2.0237350E+001, 7.7837210E+001, 1.3316250E+002
 8.5201482E+002, 2.0236815E+001, 9.2755672E+001, 1.3593919E+002
 8.5301610E+002, 2.0246092E+001, 6.5328147E+001, 1.3562983E+002
 8.5401275E+002, 2.0240470E+001, 9.6059977E+001, 1.3456167E+002
 8.5500419E+002, 2.0257031E+001, 9.5055339E+001, 1.3210789E+002
 8.5601455E+002, 2.0262373E+001, 8.6768327E+001, 1.3399288E+002
 8.5702101E+002, 2.0261015E+001, 8.2396095E+001, 1.3294420E+002
 8.5802252E+002, 2.0251572E+001, 8.5516108E+001, 1.3561019E+002
 8.5900909E+002, 2.0259584E+001, 1.0220154E+002, 1.3360501E+002
 8.6000501E+002, 2.0262153E+001, 8.4061565E+001, 1.3186571E+002
 8.6101835E+002, 2.0254765E+001, 8.0285999E+001, 1.3119799E+002
 8.6202029E+002, 2.0245625E+001, 8.6923256E+001, 1.3335720E+002
 8.6300588E+002, 2.0250274E+001, 5.8333841E+001, 1.3251034E+002
 8.6401652E+002, 2.0245045E+001, 1.0110447E+002, 1.3558399E+002
 8.6500474E+002, 2.0242678E+001, 7.4717115E+001, 1.3306299E+002
 8.6601089E+002, 2.0258498E+001, 8.4919959E+001, 1.3313700E+002
 8.6700357E+002, 2.0258818E+001, 9.0548099E+001, 1.3118679E+002
 8.6800785E+002, 2.0256488E+001, 8.2264097E+001, 1.3053079E+002
 8.6900448E+002, 2.0237881E+001, 8.8640656E+001, 1.3225251E+002
 8.7000772E+002, 2.0241635E+001, 1.0459171E+002, 1.3205272E+002
 8.7102353E+002, 2.0244974E+001, 1.0422770E+002, 1.3087587E+002
 8.7200981E+002, 2.0240258E+001, 7.0407265E+001, 1.3335502E+002
 8.7300215E+002, 2.0231404E+001, 1.0317723E+002, 1.3344757E+002
 8.7402054E+002, 2.0228468E+001, 8.8364514E+001, 1.3180888E+002
 8.7500379E+002, 2.0255106E+001, 8.8039152E+001, 1.3310063E+002
 8.7600474E+002, 2.0249800E+001, 9.8333768E+001, 1.3327123E+002
 8.7701081E+002, 2.0266398E+001, 6.9936214E+001, 1.3085914E+002
 8.7801969E+002, 2.0250219E+001, 8.8697839E+001, 1.3019806E+002
 8.7900820E+002, 2.0274941E+001, 9.8106458E+001, 1.2987480E+002
 8.8001821E+002, 2.0252764E+001, 8.9262645E+001, 1.3441997E+002
 8.8101689E+002, 2.0283105E+001, 9.9663592E+001, 1.3284185E+002
 8.8201201E+002, 2.0267248E+001, 8.4145225E+001, 1.3478500E+002
 8.8300672E+002, 2.0268810E+001, 6.4449399E+001, 1.3292223E+002
 8.8401271E+002, 2.0251103E+001, 1.0049362E+002, 1.3598029E+002
 8.8500888E+002, 2.0256229E+001, 8.7751769E+001, 1.3250108E+002
 8.8600076E+002, 2.0258023E+001, 1.0194333E+002, 1.3202332E+002
 8.8701344E+002, 2.0257308E+001, 1.0671942E+002, 1.3086212E+002
 8.8800246E+002, 2.0254452E+001, 1.0166076E+002, 1.3139482E+002
 8.8901981E+002, 2.0261744E+001, 9.8664515E+001, 1.3314646E+002
 8.9001582E+002, 2.0260301E+001, 9.3952900E+001, 1.3305419E+002
 8.9101193E+002, 2.0249661E+001, 1.0588261E+002, 1.3296286E+002
 8.9201104E+002, 2.0254248E+001, 8.3105969E+001, 1.3572633E+002
 8.9300020E+002, 2.0253526E+001, 9.4408279E+001, 1.3405794E+002
 8.9401975E+002, 2.0260204E+001, 9.6671219E+001, 1.3402676E+002
 8.9501666E+002, 2.0260686E+001, 1.0253285E+002, 1.3416322E+002
 8.9601383E+002, 2.0269455E+001, 8.3287098E+001, 1.3245081E+002
 8.9700429E+002, 2.0265913E+001, 9.4161358E+001, 1.3525930E+002
 8.9801291E+002, 2.0258714E+001, 8.1311975E+001, 1.3168475E+002
 8.9901033E+002, 2.0265347E+001, 6.2111140E+001, 1.3424543E+002
 9.0000184E+002, 2.0265545E+001, 8.3392098E+001, 1.3220685E+002
 9.0100486E+002, 2.0292270E+001, 9.7652441E+001, 1.3545903E+002
 9.0200282E+002, 2.0302332E+001, 9.8237617E+001, 1.3210470E+002
 9.0301107E+002, 2.0305354E+001, 9.5898570E+001, 1.3219590E+002
 9.0401741E+002, 2.0288145E+001, 8.7392773E+001, 1.3127069E+002
 9.0500155E+002, 2.0282270E+001, 9.7762238E+001, 1.3171843E+002
 9.0601631E+002, 2.0267289E+001, 1.0174355E+002, 1.3290503E+002
 9.0701515E+002, 2.0247513E+001, 1.0138744E+002, 1.3125689E+002
 9.0800006E+002, 2.0235564E+001, 9.6241543E+001, 1.3143172E+002
 9.0900030E+002, 2.0240792E+001, 1.0537055E+002, 1.3163856E+002
 9.1001827E+002, 2.0247330E+001, 1.0422804E+002, 1.3152034E+002
 9.1100174E+002, 2.0262373E+001, 1.0550998E+002, 1.3162503E+002
 9.1201672E+002, 2.0261950E+001, 8.8280745E+001, 1.3335221E+002
 9.1301871E+002, 2.0253759E+001, 1.0478991E+002, 1.3748268E+002
 9.1401288E+002, 2.0235879E+001, 9.7744004E+001, 1.3334251E+002
 9.1500594E+002, 2.0229721E+001, 9.1508075E+001, 1.3442624E+002
 9.1601621E+002, 2.0229592E+001, 7.8524286E+001, 1.3354643E+002
 9.1700015E+002, 2.0240101E+001, 7.4735897E+001, 1.3317607E+002
 9.1801410E+002, 2.0246554E+001, 9.0847143E+001, 1.3126659E+002
 9.1901975E+002, 2.0253337E+001, 1.0664593E+002, 1.3227452E+002
 9.2001092E+002, 2.0253591E+001, 8.2307760E+001, 1.3182594E+002
 9.2100096E+002, 2.0248968E+001, 9.0427639E+001, 1.3211554E+002
 9.2201142E+002, 2.0249833E+001, 9.8170979E+001, 1.3212733E+002
 9.2302187E+002, 2.0253233E+001, 1.0032025E+002, 1.3114173E+002
 9.2401772E+002, 2.0260509E+001, 9.6929123E+001, 1.3302507E+002
 9.2501240E+002, 2.0263666E+001, 9.8918479E+001, 1.3349868E+002
 9.2600687E+002, 2.0252159E+001, 8.0702839E+001, 1.3263281E+002
 9.2701603E+002, 2.0271377E+001, 8.0636108E+001, 1.3233816E+002
 9.2801631E+002, 2.0285675E+001, 8.6040280E+001, 1.3197505E+002
 9.2900201E+002, 2.0290491E+001, 8.4559811E+001, 1.3308142E+002
 9.3000100E+002, 2.0288135E+001, 1.0061862E+002, 1.3214053E+002
 9.3100573E+002, 2.0263503E+001, 1.0859877E+002, 1.3221189E+002
 9.3200154E+002, 2.0251309E+001, 9.1774473E+001, 1.3413480E+002
 9.3301111E+002, 2.0254302E+001, 9.1977569E+001, 1.3312163E+002
 9.3401886E+002, 2.0260626E+001, 9.1437286E+001, 1.3318140E+002
 9.3500691E+002, 2.0243051E+001, 1.0338753E+002, 1.3138883E+002
 9.3600650E+002, 2.0249799E+001, 1.0126322E+002, 1.3291167E+002
 9.3700389E+002, 2.0249800E+001, 1.0811456E+002, 1.3688768E+002
 9.3802053E+002, 2.0244244E+001, 1.0593792E+002, 1.3348763E+002
 9.3901042E+002, 2.0262333E+001, 1.0116447E+002, 1.3201724E+002
 9.4000971E+002, 2.0273635E+001, 1.1028245E+002, 1.3123138E+002
 9.4101437E+002, 2.0283477E+001, 9.7102868E+001, 1.3357849E+002
 9.4201343E+002, 2.0265723E+001, 1.0101571E+002, 1.3323093E+002
 9.4301248E+002, 2.0274223E+001, 7.8961353E+001, 1.3212031E+002
 9.4401996E+002, 2.0267707E+001, 7.4643770E+001, 1.3209945E+002
 9.4501468E+002, 2.0243098E+001, 6.3725729E+001, 1.3092309E+002
 9.4600740E+002, 2.0242817E+001, 7.9010869E+001, 1.3233024E+002
 9.4700906E+002, 2.0251705E+001, 9.1835247E+001, 1.3402871E+002
 9.4800933E+002, 2.0241499E+001, 9.3432472E+001, 1.3448056E+002
 9.4901305E+002, 2.0245582E+001, 9.8418955E+001, 1.3305547E+002
 9.5000906E+002, 2.0242755E+001, 8.3211553E+001, 1.3405272E+002
 9.5100494E+002, 2.0243632E+001, 1.0568537E+002, 1.3194437E+002
 9.5200971E+002, 2.0251260E+001, 9.4463596E+001, 1.3546825E+002
 9.5300931E+002, 2.0255974E+001, 9.0952778E+001, 1.3220362E+002
 9.5402067E+002, 2.0262996E+001, 7.0719638E+001, 1.3446774E+002
 9.5500466E+002, 2.0261361E+001, 9.4182131E+001, 1.3411459E+002
 9.5600695E+002, 2.0279480E+001, 8.7348638E+001, 1.3550427E+002
 9.5701668E+002, 2.0294685E+001, 8.1854089E+001, 1.3437954E+002
 9.5801975E+002, 2.0274230E+001, 5.1323979E+001, 1.3213602E+002
 9.5900263E+002, 2.0292650E+001, 1.0349297E+002, 1.3179830E+002
 9.6000952E+002, 2.0286895E+001, 1.0458846E+002, 1.3203875E+002
 9.6101039E+002, 2.0272113E+001, 1.0285778E+002, 1.3357306E+002
 9.6201279E+002, 2.0252316E+001, 9.9050148E+001, 1.3300613E+002
 9.6300555E+002, 2.0243746E+001, 9.5718051E+001, 1.3234095E+002
 9.6400285E+002, 2.0249229E+001, 9.2034749E+001, 1.3270743E+002
 9.6500194E+002, 2.0264582E+001, 8.4974440E+001, 1.3503159E+002
 9.6602046E+002, 2.0263464E+001, 8.0713166E+001, 1.3438902E+002
 9.6701222E+002, 2.0274935E+001, 9.3450813E+001, 1.3395608E+002
 9.6800460E+002, 2.0270692E+001, 9.0679722E+001, 1.3377132E+002
 9.6901151E+002, 2.0274308E+001, 9.0719478E+001, 1.3331662E+002
 9.7002038E+002, 2.0283977E+001, 9.4881774E+001, 1.3592975E+002
 9.7101708E+002, 2.0256849E+001, 8.1657565E+001, 1.3313780E+002
 9.7201765E+002, 2.0247042E+001, 8.5795599E+001, 1.3383217E+002
 9.7300626E+002, 2.0261921E+001, 8.6877041E+001, 1.3272176E+002
 9.7400074E+002, 2.0257398E+001, 8.9027931E+001, 1.3413181E+002
 9.7501854E+002, 2.0272611E+001, 8.4613379E+001, 1.3566124E+002
 9.7600528E+002, 2.0258620E+001, 8.7464202E+001, 1.3593458E+002
 9.7700768E+002, 2.0253987E+001, 1.0331590E+002, 1.3298237E+002
 9.7800665E+002, 2.0264044E+001, 1.0448156E+002, 1.3374585E+002
 9.7901494E+002, 2.0257905E+001, 6.2796248E+001, 1.3197575E+002
 9.8000899E+002, 2.0263347E+001, 9.3715484E+001, 1.3281217E+002
 9.8102063E+002, 2.0257962E+001, 8.6126390E+001, 1.3334634E+002
 9.8202327E+002, 2.0253973E+001, 9.3123278E+001, 1.3339818E+002
 9.8300804E+002, 2.0257384E+001, 9.0583844E+001, 1.3430445E+002
 9.8401748E+002, 2.0266298E+001, 7.4269273E+001, 1.3270712E+002
 9.8501482E+002, 2.0259293E+001, 8.3418933E+001, 1.3809612E+002
 9.8600178E+002, 2.0259686E+001, 9.3521151E+001, 1.3334563E+002
 9.8700911E+002, 2.0281377E+001, 1.1106351E+002, 1.3339468E+002
 9.8800881E+002, 2.0282589E+001, 9.3135759E+001, 1.3190999E+002
 9.8902000E+002, 2.0291180E+001, 8.3332078E+001, 1.3342070E+002
 9.9002005E+002, 2.0312923E+001, 8.0665938E+001, 1.3294855E+002
 9.9100054E+002, 2.0313439E+001, 9.9773898E+001, 1.3217305E+002
 9.9200200E+002, 2.0291021E+001, 1.0012867E+002, 1.3439062E+002
 9.9300882E+002, 2.0272052E+001, 8.3105567E+001, 1.3384361E+002
 9.9400907E+002, 2.0263047E+001, 5.4424214E+001, 1.3221299E+002
 9.9500679E+002, 2.0263668E+001, 7.4789841E+001, 1.3334600E+002
 9.9601376E+002, 2.0271818E+001, 9.5223265E+001, 1.3184202E+002
 9.9700426E+002, 2.0268428E+001, 9.3611424E+001, 1.3339903E+002
 9.9801116E+002, 2.0268054E+001, 7.2896295E+001, 1.3444471E+002
 9.9901885E+002, 2.0266849E+001, 9.4349878E+001, 1.3549856E+002
 1.0000217E+003, 2.0268586E+001, 1.0381135E+002, 1.3339681E+002
 1.0010185E+003, 2.0276942E+001, 9.5467772E+001, 1.3342380E+002
 1.0020146E+003, 2.0296821E+001, 1.0157548E+002, 1.3295129E+002
 1.0030074E+003, 2.0296218E+001, 9.8388356E+001, 1.3403326E+002
 1.0040201E+003, 2.0297530E+001, 8.6601219E+001, 1.3196866E+002
 1.0050150E+003, 2.0313023E+001, 7.1959893E+001, 1.3350704E+002
 1.0060090E+003, 2.0329878E+001, 9.4779065E+001, 1.3409134E+002
 1.0070077E+003, 2.0324432E+001, 7.4278313E+001, 1.3307051E+002
 1.0080059E+003, 2.0311550E+001, 7.8003541E+001, 1.3316383E+002
 1.0090039E+003, 2.0333143E+001, 8.8371801E+001, 1.3320103E+002
 1.0100126E+003, 2.0323569E+001, 7.8467552E+001, 1.3465362E+002
 1.0110102E+003, 2.0307810E+001, 9.3470187E+001, 1.3496011E+002
 1.0120074E+003, 2.0298421E+001, 9.9377159E+001, 1.3478715E+002
 1.0130195E+003, 2.0276674E+001, 9.8376581E+001, 1.3449196E+002
 1.0140196E+003, 2.0287950E+001, 1.0217516E+002, 1.3506834E+002
 1.0150207E+003, 2.0293228E+001, 9.6247052E+001, 1.3285920E+002
 1.0160229E+003, 2.0300244E+001, 7.9830545E+001, 1.3338581E+002
 1.0170171E+003, 2.0278870E+001, 9.3762274E+001, 1.3480534E+002
 1.0180138E+003, 2.0291045E+001, 1.0148863E+002, 1.3240326E+002
 1.0190023E+003, 2.0294677E+001, 8.8470395E+001, 1.3373708E+002
 1.0200191E+003, 2.0285446E+001, 9.9813568E+001, 1.3245398E+002
 1.0210115E+003, 2.0264052E+001, 8.5148920E+001, 1.3135503E+002
 1.0220003E+003, 2.0260270E+001, 8.9915310E+001, 1.3148657E+002
 1.0230130E+003, 2.0277442E+001, 8.2786408E+001, 1.3391643E+002
 1.0240045E+003, 2.0276664E+001, 1.0573265E+002, 1.3387468E+002
 1.0250058E+003, 2.0277697E+001, 8.4071464E+001, 1.3292516E+002
 1.0260138E+003, 2.0309864E+001, 9.5957407E+001, 1.3568328E+002
 1.0270141E+003, 2.0295160E+001, 7.2717382E+001, 1.3351113E+002
 1.0280061E+003, 2.0289971E+001, 8.0542018E+001, 1.3307765E+002
 1.0290072E+003, 2.0303972E+001, 8.7482735E+001, 1.3494598E+002
 1.0300104E+003, 2.0311975E+001, 9.8719493E+001, 1.3455587E+002
 1.0310165E+003, 2.0284376E+001, 1.0012953E+002, 1.3400221E+002
 1.0320129E+003, 2.0297579E+001, 8.9484138E+001, 1.3421099E+002
 1.0330186E+003, 2.0285013E+001, 7.7238679E+001, 1.3423776E+002
 1.0340123E+003, 2.0277889E+001, 9.6537984E+001, 1.3353270E+002
 1.0350216E+003, 2.0276746E+001, 1.0493896E+002, 1.3340651E+002
 1.0360207E+003, 2.0314466E+001, 1.0534997E+002, 1.3265991E+002
 1.0370046E+003, 2.0319213E+001, 1.0464945E+002, 1.3402504E+002
 1.0380095E+003, 2.0286664E+001, 1.0301584E+002, 1.3457480E+002
 1.0390089E+003, 2.0281467E+001, 9.9806959E+001, 1.3299134E+002
 1.0400028E+003, 2.0299752E+001, 1.0556369E+002, 1.3338932E+002
 1.0410077E+003, 2.0300990E+001, 7.5643648E+001, 1.3269211E+002
 1.0420170E+003, 2.0293841E+001, 7.2384302E+001, 1.3325946E+002
 1.0430109E+003, 2.0274944E+001, 1.0596614E+002, 1.3336500E+002
 1.0440073E+003, 2.0283687E+001, 9.8657535E+001, 1.3245507E+002
 1.0450036E+003, 2.0303098E+001, 9.3093521E+001, 1.3340188E+002
