s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 8.5100452E+002, 6.3112583E+001,-1.9369485E+001,-3.4578677E+001,-4.6213749E+000,-3.9618189E-003, 0.0000000E+000, 0.0000000E+000, 4.4725142E+000, 4.5390848E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.5201483E+002, 6.2944773E+001,-1.9309037E+001,-4.4045508E+001,-4.5349710E+000,-3.8976460E-003, 0.0000000E+000, 0.0000000E+000,-4.8866632E+000,-4.9486403E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.5301611E+002, 6.3397706E+001,-1.9620070E+001,-3.9194465E+001,-4.4722031E+000,-3.9329379E-003, 0.0000000E+000, 0.0000000E+000, 2.0781630E-001, 1.0703500E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.5401276E+002, 6.2799740E+001,-1.9362445E+001,-3.9495855E+001,-4.5675006E+000,-3.9078587E-003, 0.0000000E+000, 0.0000000E+000,-8.0273305E-001,-6.2996900E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.5500421E+002, 6.3120636E+001,-1.9372748E+001,-3.6260219E+001,-4.5047982E+000,-3.9721828E-003, 0.0000000E+000, 0.0000000E+000, 3.0356321E+000, 2.9788990E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.5601453E+002, 6.2792442E+001,-1.9351975E+001,-3.8439059E+001,-4.5462673E+000,-3.9411742E-003, 0.0000000E+000, 0.0000000E+000, 4.6999604E-001, 4.5119963E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.5702100E+002, 6.3137957E+001,-1.9470496E+001,-4.0765158E+001,-4.3651665E+000,-3.9119797E-003, 0.0000000E+000, 0.0000000E+000,-1.5143601E+000,-1.4667753E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.5802252E+002, 6.3564639E+001,-1.9602841E+001,-3.9823220E+001,-4.3993641E+000,-3.9752699E-003, 0.0000000E+000, 0.0000000E+000,-2.5757078E-001,-2.6476155E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.5900909E+002, 6.2283271E+001,-1.9132355E+001,-3.9016676E+001,-4.3127311E+000,-4.0035799E-003, 0.0000000E+000, 0.0000000E+000,-4.9010746E-002,-1.8249547E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6000500E+002, 6.3015166E+001,-1.9205614E+001,-3.7700887E+001,-4.1325006E+000,-3.8873041E-003, 0.0000000E+000, 0.0000000E+000, 1.8867230E+000, 1.9722767E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6101837E+002, 6.3038885E+001,-1.9421122E+001,-4.1223549E+001,-4.2068913E+000,-3.9780311E-003, 0.0000000E+000, 0.0000000E+000,-1.8121950E+000,-1.8166547E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6202026E+002, 6.2721766E+001,-1.9112076E+001,-3.6113887E+001,-4.1253914E+000,-3.9825472E-003, 0.0000000E+000, 0.0000000E+000, 3.4689141E+000, 3.3664296E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6300586E+002, 6.3162538E+001,-1.9477368E+001,-4.1907299E+001,-4.2061082E+000,-3.9645749E-003, 0.0000000E+000, 0.0000000E+000,-2.5688113E+000,-2.4322027E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6401654E+002, 6.3270259E+001,-1.9548665E+001,-4.0505563E+001,-4.2104250E+000,-3.9399123E-003, 0.0000000E+000, 0.0000000E+000,-8.9794283E-001,-9.9833332E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6500476E+002, 6.2450938E+001,-1.9047716E+001,-4.0750152E+001,-4.4088658E+000,-3.8915588E-003, 0.0000000E+000, 0.0000000E+000,-1.6887740E+000,-1.7596870E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6601086E+002, 6.3394425E+001,-1.9493435E+001,-3.7082809E+001,-4.4884459E+000,-3.8823844E-003, 0.0000000E+000, 0.0000000E+000, 2.2317428E+000, 2.3258526E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6700354E+002, 6.3015129E+001,-1.9364123E+001,-4.1489056E+001,-4.4039939E+000,-3.9341704E-003, 0.0000000E+000, 0.0000000E+000,-2.2416605E+000,-2.2459782E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6800787E+002, 6.3401839E+001,-1.9332850E+001,-3.8986109E+001,-4.1773325E+000,-3.9332094E-003, 0.0000000E+000, 0.0000000E+000, 8.8199255E-001, 9.0161478E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.6900446E+002, 6.2870717E+001,-1.9250733E+001,-3.7465054E+001,-3.9823666E+000,-3.9373085E-003, 0.0000000E+000, 0.0000000E+000, 2.0460545E+000, 2.1686256E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7000769E+002, 6.2937366E+001,-1.9110810E+001,-4.3846815E+001,-4.0250705E+000,-3.9717915E-003, 0.0000000E+000, 0.0000000E+000,-3.8878420E+000,-4.0493008E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7102356E+002, 6.2981570E+001,-1.9225823E+001,-3.6745914E+001,-4.0945574E+000,-3.9310401E-003, 0.0000000E+000, 0.0000000E+000, 2.8440389E+000, 2.9113444E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7200983E+002, 6.3281595E+001,-1.9290079E+001,-4.1531389E+001,-4.0720445E+000,-3.9292270E-003, 0.0000000E+000, 0.0000000E+000,-1.5886364E+000,-1.6158461E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7300214E+002, 6.2957326E+001,-1.9229549E+001,-3.7399129E+001,-4.0199278E+000,-3.9817436E-003, 0.0000000E+000, 0.0000000E+000, 2.3495933E+000, 2.3047385E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7402057E+002, 6.3194423E+001,-1.9324501E+001,-4.0722993E+001,-4.2725691E+000,-3.9768041E-003, 0.0000000E+000, 0.0000000E+000,-1.0677634E+000,-1.1296166E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7500378E+002, 6.3033856E+001,-1.9345987E+001,-3.7314218E+001,-4.3843609E+000,-3.9644560E-003, 0.0000000E+000, 0.0000000E+000, 1.8971072E+000, 1.9853256E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7600476E+002, 6.2847552E+001,-1.9260176E+001,-3.8782456E+001,-4.4619140E+000,-3.9604506E-003, 0.0000000E+000, 0.0000000E+000, 4.0162056E-001, 3.3904533E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7701080E+002, 6.3166006E+001,-1.9244069E+001,-4.2415032E+001,-4.3423234E+000,-4.0084827E-003, 0.0000000E+000, 0.0000000E+000,-2.8632369E+000,-2.8394280E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7801971E+002, 6.2729067E+001,-1.9313656E+001,-3.7021413E+001,-4.3244286E+000,-3.9737971E-003, 0.0000000E+000, 0.0000000E+000, 1.9765297E+000, 2.0655958E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.7900818E+002, 6.2458736E+001,-1.9051094E+001,-3.9888075E+001,-4.4493429E+000,-3.8315375E-003, 0.0000000E+000, 0.0000000E+000,-9.1700543E-001,-9.3360791E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8001819E+002, 6.3317834E+001,-1.9456885E+001,-3.9116857E+001,-4.3277346E+000,-3.9180005E-003, 0.0000000E+000, 0.0000000E+000, 3.7530279E-001, 4.1243910E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8101691E+002, 6.2646856E+001,-1.9117297E+001,-3.8768802E+001,-4.2834509E+000,-3.8703120E-003, 0.0000000E+000, 0.0000000E+000, 5.2874066E-001, 4.7343592E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8201202E+002, 6.3344614E+001,-1.9382285E+001,-3.9413982E+001,-4.1872116E+000,-3.9218591E-003, 0.0000000E+000, 0.0000000E+000, 3.3703464E-001, 3.5721344E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8300671E+002, 6.2991116E+001,-1.9370724E+001,-4.0408096E+001,-4.3322409E+000,-4.0058959E-003, 0.0000000E+000, 0.0000000E+000,-1.2150871E+000,-1.1239511E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8401270E+002, 6.2858736E+001,-1.9201861E+001,-3.8146113E+001,-4.2689303E+000,-3.9891340E-003, 0.0000000E+000, 0.0000000E+000, 1.4007823E+000, 1.2378428E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8500891E+002, 6.3165010E+001,-1.9385383E+001,-3.9441810E+001,-4.2706444E+000,-3.9827896E-003, 0.0000000E+000, 0.0000000E+000, 3.0616580E-002, 6.3189324E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8600073E+002, 6.2464910E+001,-1.9206720E+001,-3.9281897E+001,-4.1831861E+000,-3.9446618E-003, 0.0000000E+000, 0.0000000E+000,-3.3649769E-001,-2.1083740E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8701343E+002, 6.2978310E+001,-1.9312291E+001,-3.9370132E+001,-4.0410589E+000,-3.9120751E-003, 0.0000000E+000, 0.0000000E+000, 3.4943931E-001, 2.5091644E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8800244E+002, 6.3584303E+001,-1.9553274E+001,-3.9989356E+001,-4.0856125E+000,-3.9853734E-003, 0.0000000E+000, 0.0000000E+000,-8.8709525E-002,-4.7925105E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.8901984E+002, 6.2557936E+001,-1.8956240E+001,-3.8521092E+001,-4.1058415E+000,-3.9246985E-003, 0.0000000E+000, 0.0000000E+000, 1.1330460E+000, 9.7083791E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9001581E+002, 6.2879285E+001,-1.9201570E+001,-4.1148632E+001,-4.1900501E+000,-3.9734427E-003, 0.0000000E+000, 0.0000000E+000,-1.7722457E+000,-1.6649410E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9101190E+002, 6.3157807E+001,-1.9355701E+001,-4.0153593E+001,-4.1020429E+000,-3.9493282E-003, 0.0000000E+000, 0.0000000E+000,-5.4319058E-001,-4.5747865E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9201105E+002, 6.2768823E+001,-1.9067871E+001,-3.6494493E+001,-4.0723204E+000,-3.9367046E-003, 0.0000000E+000, 0.0000000E+000, 3.0468320E+000, 3.1302026E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9300018E+002, 6.3255883E+001,-1.9347337E+001,-4.1232088E+001,-4.2049728E+000,-3.8981351E-003, 0.0000000E+000, 0.0000000E+000,-1.4702795E+000,-1.5324135E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9401978E+002, 6.3128772E+001,-1.9155283E+001,-4.2253679E+001,-4.2543510E+000,-3.9502212E-003, 0.0000000E+000, 0.0000000E+000,-2.5999696E+000,-2.5384917E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9501666E+002, 6.3309827E+001,-1.9691252E+001,-3.5573517E+001,-4.2096336E+000,-4.0088594E-003, 0.0000000E+000, 0.0000000E+000, 3.7563529E+000, 3.8314161E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9601385E+002, 6.2587594E+001,-1.9101267E+001,-4.0519845E+001,-4.0341647E+000,-3.9475137E-003, 0.0000000E+000, 0.0000000E+000,-9.5938849E-001,-1.0716308E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9700427E+002, 6.3065722E+001,-1.9013848E+001,-4.2148494E+001,-4.1389721E+000,-3.9863382E-003, 0.0000000E+000, 0.0000000E+000,-2.3434097E+000,-2.2395780E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9801294E+002, 6.3276840E+001,-1.9337697E+001,-3.7547831E+001,-4.3675290E+000,-3.9708571E-003, 0.0000000E+000, 0.0000000E+000, 2.1072348E+000, 2.0198123E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 8.9901031E+002, 6.2935265E+001,-1.9285124E+001,-3.8732780E+001,-4.2108140E+000,-3.8879154E-003, 0.0000000E+000, 0.0000000E+000, 4.9843233E-001, 7.0265877E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0000183E+002, 6.2959286E+001,-1.9115365E+001,-3.9222851E+001,-4.0222380E+000,-3.9918912E-003, 0.0000000E+000, 0.0000000E+000, 7.4939178E-001, 5.9484088E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0100488E+002, 6.3120893E+001,-1.9250185E+001,-3.8954384E+001,-3.8584183E+000,-3.9488245E-003, 0.0000000E+000, 0.0000000E+000, 1.0621889E+000, 1.0539575E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0200281E+002, 6.2891331E+001,-1.9059974E+001,-4.2166224E+001,-3.8564063E+000,-3.8806493E-003, 0.0000000E+000, 0.0000000E+000,-2.2128405E+000,-2.1951548E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0301105E+002, 6.3061096E+001,-1.9252918E+001,-3.8609381E+001,-4.0857157E+000,-3.9464258E-003, 0.0000000E+000, 0.0000000E+000, 1.2033250E+000, 1.1091354E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0401740E+002, 6.2785175E+001,-1.9124742E+001,-3.9299818E+001,-4.2608070E+000,-3.9880605E-003, 0.0000000E+000, 0.0000000E+000, 1.0557380E-001, 9.5820124E-002, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0500153E+002, 6.3282173E+001,-1.9471511E+001,-3.9249198E+001,-4.4018683E+000,-4.0110591E-003, 0.0000000E+000, 0.0000000E+000, 1.3412510E-001, 1.5558450E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0601630E+002, 6.3349123E+001,-1.9371329E+001,-3.9365666E+001,-4.1323680E+000,-3.9431721E-003, 0.0000000E+000, 0.0000000E+000, 4.4626837E-001, 4.7581687E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0701514E+002, 6.3160097E+001,-1.9278557E+001,-4.1535149E+001,-4.0297755E+000,-3.9767230E-003, 0.0000000E+000, 0.0000000E+000,-1.5921011E+000,-1.6873601E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0800006E+002, 6.2259879E+001,-1.8827447E+001,-4.0131289E+001,-4.0302937E+000,-3.9630412E-003, 0.0000000E+000, 0.0000000E+000,-7.1843292E-001,-7.3311328E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.0900031E+002, 6.3546705E+001,-1.9355275E+001,-3.9310192E+001,-4.1493870E+000,-3.9398444E-003, 0.0000000E+000, 0.0000000E+000, 6.9958537E-001, 7.2791100E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1001825E+002, 6.3408821E+001,-1.9449365E+001,-3.9114409E+001,-3.9703197E+000,-3.9237837E-003, 0.0000000E+000, 0.0000000E+000, 8.4494573E-001, 8.7080409E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1100171E+002, 6.2966778E+001,-1.9150296E+001,-4.1378180E+001,-3.9901123E+000,-3.8889315E-003, 0.0000000E+000, 0.0000000E+000,-1.3740338E+000,-1.5556990E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1201672E+002, 6.2877684E+001,-1.9189711E+001,-3.7728218E+001,-4.1117675E+000,-3.9268825E-003, 0.0000000E+000, 0.0000000E+000, 1.7757828E+000, 1.8440605E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1301868E+002, 6.3285736E+001,-1.9325277E+001,-3.8660146E+001,-4.3067728E+000,-3.9854910E-003, 0.0000000E+000, 0.0000000E+000, 1.1219340E+000, 9.8955412E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1401288E+002, 6.3191604E+001,-1.9164457E+001,-3.8939260E+001,-4.2236371E+000,-3.9651137E-003, 0.0000000E+000, 0.0000000E+000, 8.5829456E-001, 8.6028565E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1500592E+002, 6.2968553E+001,-1.9306249E+001,-4.1327462E+001,-4.2837269E+000,-3.8923019E-003, 0.0000000E+000, 0.0000000E+000,-2.0493357E+000,-1.9527780E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1601624E+002, 6.3011052E+001,-1.9237243E+001,-4.0426387E+001,-4.1037386E+000,-3.9638760E-003, 0.0000000E+000, 0.0000000E+000,-7.5070134E-001,-7.6027959E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1700012E+002, 6.3228535E+001,-1.9254508E+001,-4.2280862E+001,-4.1090424E+000,-3.8925876E-003, 0.0000000E+000, 0.0000000E+000,-2.3429760E+000,-2.4197696E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1801410E+002, 6.2725798E+001,-1.9190783E+001,-3.9290075E+001,-3.9943236E+000,-3.9211982E-003, 0.0000000E+000, 0.0000000E+000, 1.7639105E-001, 2.4669455E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.1901978E+002, 6.2940368E+001,-1.9118112E+001,-3.6808584E+001,-4.2852407E+000,-3.8643630E-003, 0.0000000E+000, 0.0000000E+000, 2.7883140E+000, 2.7245674E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2001093E+002, 6.3319593E+001,-1.9324752E+001,-4.1525442E+001,-4.2523947E+000,-3.8226635E-003, 0.0000000E+000, 0.0000000E+000,-1.7888177E+000,-1.7868184E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2100098E+002, 6.2915380E+001,-1.9186992E+001,-3.9905087E+001,-4.2189100E+000,-3.9708587E-003, 0.0000000E+000, 0.0000000E+000,-4.8284820E-001,-3.9958025E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2201141E+002, 6.3245405E+001,-1.9270057E+001,-3.7639229E+001,-4.0208785E+000,-3.9895618E-003, 0.0000000E+000, 0.0000000E+000, 2.4833662E+000, 2.3112505E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2302185E+002, 6.2721393E+001,-1.9173664E+001,-4.1376755E+001,-3.8530403E+000,-3.9968130E-003, 0.0000000E+000, 0.0000000E+000,-1.7638751E+000,-1.6860633E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2401770E+002, 6.2808627E+001,-1.9083083E+001,-4.0051970E+001,-3.9395054E+000,-3.9614418E-003, 0.0000000E+000, 0.0000000E+000,-2.9945054E-001,-2.6989260E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2501239E+002, 6.3423082E+001,-1.9225121E+001,-3.9955793E+001,-4.0294737E+000,-4.0082631E-003, 0.0000000E+000, 0.0000000E+000, 2.0285854E-001, 2.0868535E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2600690E+002, 6.2848825E+001,-1.9036548E+001,-4.0168128E+001,-3.8677426E+000,-4.0329155E-003, 0.0000000E+000, 0.0000000E+000,-2.6294839E-001,-2.2762696E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2701605E+002, 6.3022600E+001,-1.9339498E+001,-3.6174366E+001,-3.9655107E+000,-3.9258965E-003, 0.0000000E+000, 0.0000000E+000, 3.5110037E+000, 3.5392992E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2801630E+002, 6.3036311E+001,-1.9240602E+001,-4.1654385E+001,-4.1064789E+000,-3.9488853E-003, 0.0000000E+000, 0.0000000E+000,-1.9577880E+000,-1.9691025E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.2900201E+002, 6.3119877E+001,-1.9185733E+001,-3.8341507E+001,-4.0823939E+000,-4.0167486E-003, 0.0000000E+000, 0.0000000E+000, 1.3437682E+000, 1.5062258E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3000098E+002, 6.3100045E+001,-1.9363528E+001,-3.8641084E+001,-3.8399542E+000,-3.9774109E-003, 0.0000000E+000, 0.0000000E+000, 1.2593511E+000, 1.2515012E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3100574E+002, 6.3371143E+001,-1.9339736E+001,-3.9690599E+001,-4.0408581E+000,-3.9110252E-003, 0.0000000E+000, 0.0000000E+000, 2.3797993E-001, 2.9603983E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3200153E+002, 6.2266629E+001,-1.9033517E+001,-3.6510331E+001,-4.0659448E+000,-3.9113502E-003, 0.0000000E+000, 0.0000000E+000, 2.6200770E+000, 2.6529245E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3301111E+002, 6.2908210E+001,-1.9239185E+001,-4.2330644E+001,-4.0378013E+000,-3.8553050E-003, 0.0000000E+000, 0.0000000E+000,-2.8131845E+000,-2.7032761E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3401886E+002, 6.3380211E+001,-1.9268802E+001,-3.9421728E+001,-4.0134978E+000,-4.0118882E-003, 0.0000000E+000, 0.0000000E+000, 7.2546480E-001, 6.7217123E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3500690E+002, 6.2600749E+001,-1.9064225E+001,-3.8984159E+001,-3.8587041E+000,-3.9136881E-003, 0.0000000E+000, 0.0000000E+000, 5.2256686E-001, 6.8974692E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3600647E+002, 6.3601430E+001,-1.9423560E+001,-4.0644858E+001,-3.8965787E+000,-3.9651175E-003, 0.0000000E+000, 0.0000000E+000,-3.6808808E-001,-3.6753193E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3700391E+002, 6.2946683E+001,-1.9150403E+001,-4.1079490E+001,-3.9789296E+000,-4.0127789E-003, 0.0000000E+000, 0.0000000E+000,-1.2720532E+000,-1.2661532E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3802051E+002, 6.2977833E+001,-1.9283652E+001,-3.9686233E+001,-3.8841663E+000,-3.9632765E-003, 0.0000000E+000, 0.0000000E+000, 2.6407725E-001, 1.1981764E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.3901044E+002, 6.2958157E+001,-1.9088498E+001,-4.1212257E+001,-3.9220529E+000,-3.9857014E-003, 0.0000000E+000, 0.0000000E+000,-1.4995983E+000,-1.2686363E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4000970E+002, 6.2693091E+001,-1.9050989E+001,-3.8847223E+001,-3.9277372E+000,-3.9419643E-003, 0.0000000E+000, 0.0000000E+000, 8.8782506E-001, 8.6319907E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4101440E+002, 6.3165371E+001,-1.9339262E+001,-4.1158176E+001,-3.9034860E+000,-3.8628967E-003, 0.0000000E+000, 0.0000000E+000,-1.2025288E+000,-1.2394154E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4201343E+002, 6.3411771E+001,-1.9128321E+001,-3.9483197E+001,-3.8888330E+000,-3.9541109E-003, 0.0000000E+000, 0.0000000E+000, 9.0770275E-001, 9.0746616E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4301245E+002, 6.2956664E+001,-1.9120064E+001,-4.0360761E+001,-3.8672147E+000,-3.9199983E-003, 0.0000000E+000, 0.0000000E+000,-3.6465864E-001,-3.9529579E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4401996E+002, 6.2641394E+001,-1.9101258E+001,-3.8857320E+001,-3.9096776E+000,-3.8847110E-003, 0.0000000E+000, 0.0000000E+000, 8.7366003E-001, 7.6925406E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4501471E+002, 6.3315010E+001,-1.9294083E+001,-3.9287494E+001,-3.9255830E+000,-3.9873634E-003, 0.0000000E+000, 0.0000000E+000, 6.5148701E-001, 8.0386254E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4600739E+002, 6.2953914E+001,-1.9099983E+001,-3.9087101E+001,-3.9783515E+000,-3.9909932E-003, 0.0000000E+000, 0.0000000E+000, 7.5753672E-001, 7.8448686E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4700903E+002, 6.2929255E+001,-1.9191957E+001,-3.7041607E+001,-4.0289079E+000,-3.9357835E-003, 0.0000000E+000, 0.0000000E+000, 2.7294338E+000, 2.6628467E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4800934E+002, 6.3318081E+001,-1.9278409E+001,-4.0589323E+001,-4.1491362E+000,-3.9295843E-003, 0.0000000E+000, 0.0000000E+000,-7.5222907E-001,-7.0271705E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.4901306E+002, 6.3001754E+001,-1.9269965E+001,-4.1163139E+001,-4.1445271E+000,-3.9227933E-003, 0.0000000E+000, 0.0000000E+000,-1.4906394E+000,-1.5797994E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.5000903E+002, 6.2702125E+001,-1.9129848E+001,-3.9103614E+001,-4.1384608E+000,-3.9235859E-003, 0.0000000E+000, 0.0000000E+000, 1.6790020E-001, 3.2627852E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.5100494E+002, 6.3011846E+001,-1.9148397E+001,-4.0109267E+001,-4.1329300E+000,-3.9630670E-003, 0.0000000E+000, 0.0000000E+000,-3.5833284E-001,-3.8271099E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.5200970E+002, 6.3764471E+001,-1.9490027E+001,-4.0227756E+001,-4.1503104E+000,-3.9103196E-003, 0.0000000E+000, 0.0000000E+000,-1.1127527E-001,-1.0753337E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.5300934E+002, 6.3163202E+001,-1.9239727E+001,-4.0246172E+001,-3.8131173E+000,-3.9052358E-003, 0.0000000E+000, 0.0000000E+000,-1.0199386E-001,-1.3971938E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.5402069E+002, 6.3343205E+001,-1.9316047E+001,-3.9628783E+001,-4.0267285E+000,-3.9846053E-003, 0.0000000E+000, 0.0000000E+000, 2.7964582E-001, 3.6766232E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.5500464E+002, 6.2699952E+001,-1.9096203E+001,-3.9752269E+001,-4.0863395E+000,-3.9848303E-003, 0.0000000E+000, 0.0000000E+000,-8.2381564E-002,-2.3884344E-001, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.5600696E+002, 6.2812579E+001,-1.9258696E+001,-4.0489288E+001,-4.1735490E+000,-3.9391052E-003, 0.0000000E+000, 0.0000000E+000,-1.2996980E+000,-1.1128927E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
 9.5701666E+002, 6.3393488E+001,-1.9443112E+001,-3.4370189E+001,-4.1912176E+000,-4.0139346E-003, 0.0000000E+000, 0.0000000E+000, 5.3980041E+000, 5.3849563E+000, 0.0000000E+000, 1.3816968E-003, 0.0000000E+000
