s,kW,kW,kW,kW,kW,kW,kW,kW,kW,kg/s,kg/s,kg/s
 1.5360011E+002, 1.6201274E+002,-6.6360527E+001,-3.0582835E+001,-5.2524426E+001, 8.2939972E-001, 0.0000000E+000, 0.0000000E+000, 1.5022943E+001, 1.3374349E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5390952E+002, 1.6448621E+002,-6.8293228E+001,-3.5455431E+001,-5.2506306E+001, 8.6716549E-001, 0.0000000E+000, 0.0000000E+000, 1.0085263E+001, 9.0984153E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5420438E+002, 1.5494269E+002,-6.6369965E+001,-4.0281621E+001,-5.2997944E+001, 8.5033316E-001, 0.0000000E+000, 0.0000000E+000,-4.3995433E+000,-3.8565068E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5451183E+002, 1.5801072E+002,-6.5913779E+001,-3.3518988E+001,-5.2848135E+001, 8.4314784E-001, 0.0000000E+000, 0.0000000E+000, 4.1390664E+000, 6.5729615E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5480254E+002, 1.7521956E+002,-6.9361666E+001,-2.9809392E+001,-5.2407370E+001, 8.7913607E-001, 0.0000000E+000, 0.0000000E+000, 2.2588339E+001, 2.4520271E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5510396E+002, 1.4508873E+002,-6.4274914E+001,-2.9449777E+001,-5.2063585E+001, 8.3475379E-001, 0.0000000E+000, 0.0000000E+000, 3.3238582E+000, 1.3520625E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5540968E+002, 1.6449215E+002,-6.8368235E+001,-2.9064477E+001,-5.2139350E+001, 8.6308855E-001, 0.0000000E+000, 0.0000000E+000, 1.5369615E+001, 1.5783175E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5570226E+002, 1.6913231E+002,-6.8211202E+001,-3.0487381E+001,-5.1675729E+001, 8.7153834E-001, 0.0000000E+000, 0.0000000E+000, 1.9540381E+001, 1.9629536E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5601193E+002, 1.4977932E+002,-6.4275976E+001,-3.0027631E+001,-5.1533310E+001, 8.7025444E-001, 0.0000000E+000, 0.0000000E+000, 7.0070913E+000, 4.8126603E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5630916E+002, 1.8083128E+002,-7.1625530E+001,-3.3193446E+001,-5.1786616E+001, 9.1504484E-001, 0.0000000E+000, 0.0000000E+000, 2.3867880E+001, 2.5140738E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5660077E+002, 1.3959577E+002,-6.1326103E+001,-2.9163676E+001,-5.1581035E+001, 8.7717357E-001, 0.0000000E+000, 0.0000000E+000, 1.3766305E+000,-1.5978711E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5690941E+002, 1.6855450E+002,-6.9602146E+001,-3.1057112E+001,-5.1581803E+001, 8.8617864E-001, 0.0000000E+000, 0.0000000E+000, 1.5315958E+001, 1.7199616E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5720572E+002, 1.5048978E+002,-6.3116890E+001,-3.4821192E+001,-5.1325625E+001, 8.2832288E-001, 0.0000000E+000, 0.0000000E+000, 1.9068909E+000, 2.0543939E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5750497E+002, 1.5474823E+002,-6.6133294E+001,-3.3835032E+001,-5.1222201E+001, 8.2940169E-001, 0.0000000E+000, 0.0000000E+000, 2.8816911E+000, 4.3871017E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5781198E+002, 1.6173529E+002,-6.9528417E+001,-3.2636211E+001,-5.1410686E+001, 8.3428852E-001, 0.0000000E+000, 0.0000000E+000, 7.1101262E+000, 8.9942670E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5810144E+002, 1.6996207E+002,-6.8789502E+001,-3.4203173E+001,-5.1539706E+001, 8.2785455E-001, 0.0000000E+000, 0.0000000E+000, 1.4804595E+001, 1.6257541E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5840993E+002, 1.5172082E+002,-6.5983046E+001,-2.8970727E+001,-5.1737980E+001, 8.0917845E-001, 0.0000000E+000, 0.0000000E+000, 7.4683970E+000, 5.8382492E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5870753E+002, 1.6829233E+002,-7.0960120E+001,-2.9266705E+001,-5.2010880E+001, 8.5366133E-001, 0.0000000E+000, 0.0000000E+000, 1.6734579E+001, 1.6908290E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5900247E+002, 1.5456810E+002,-6.6551065E+001,-3.2249932E+001,-5.2415772E+001, 8.4180761E-001, 0.0000000E+000, 0.0000000E+000, 6.0090268E+000, 4.1931418E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5930167E+002, 1.6426292E+002,-7.0141660E+001,-3.3270257E+001,-5.2841196E+001, 8.7779931E-001, 0.0000000E+000, 0.0000000E+000, 8.6684463E+000, 8.8876104E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5960170E+002, 1.6215934E+002,-6.5770950E+001,-3.2529943E+001,-5.2949984E+001, 8.9899253E-001, 0.0000000E+000, 0.0000000E+000, 1.2639805E+001, 1.1807457E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.5990364E+002, 1.5600759E+002,-6.8341471E+001,-3.0071122E+001,-5.2489041E+001, 8.8251320E-001, 0.0000000E+000, 0.0000000E+000, 6.8662967E+000, 5.9884726E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6020093E+002, 1.5332257E+002,-6.6427938E+001,-3.0512499E+001,-5.2426939E+001, 7.9831123E-001, 0.0000000E+000, 0.0000000E+000, 4.9564021E+000, 4.7535081E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6050320E+002, 1.6396171E+002,-6.8609900E+001,-3.0365987E+001,-5.2076161E+001, 8.4577843E-001, 0.0000000E+000, 0.0000000E+000, 1.1150320E+001, 1.3755444E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6080690E+002, 1.6378542E+002,-6.6226446E+001,-3.0421184E+001,-5.2091172E+001, 8.3099566E-001, 0.0000000E+000, 0.0000000E+000, 1.4210304E+001, 1.5877612E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6110094E+002, 1.6039049E+002,-6.7730315E+001,-3.4446208E+001,-5.1868782E+001, 8.6785976E-001, 0.0000000E+000, 0.0000000E+000, 6.6231083E+000, 7.2130484E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6140804E+002, 1.6137666E+002,-6.6616548E+001,-3.6937181E+001,-5.1917879E+001, 8.7799273E-001, 0.0000000E+000, 0.0000000E+000, 7.0208578E+000, 6.7830470E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6170421E+002, 1.5963594E+002,-6.8491756E+001,-2.9115027E+001,-5.2021335E+001, 8.3179572E-001, 0.0000000E+000, 0.0000000E+000, 1.1548912E+001, 1.0839622E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6201201E+002, 1.5431678E+002,-6.6492079E+001,-2.7785893E+001,-5.2308499E+001, 8.7496095E-001, 0.0000000E+000, 0.0000000E+000, 1.0090985E+001, 8.6052674E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6230681E+002, 1.6138496E+002,-6.8044627E+001,-3.0974683E+001,-5.2367390E+001, 8.5477478E-001, 0.0000000E+000, 0.0000000E+000, 1.1875469E+001, 1.0853038E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6260777E+002, 1.5973584E+002,-6.9147932E+001,-3.6313075E+001,-5.2346972E+001, 8.6335270E-001, 0.0000000E+000, 0.0000000E+000, 3.7626561E+000, 2.7912154E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6290649E+002, 1.6480620E+002,-6.7756833E+001,-3.6766985E+001,-5.2681342E+001, 8.8414871E-001, 0.0000000E+000, 0.0000000E+000, 6.5352348E+000, 8.4851907E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6321120E+002, 1.6777896E+002,-6.6313526E+001,-3.1174201E+001,-5.2611170E+001, 8.5110058E-001, 0.0000000E+000, 0.0000000E+000, 1.5840507E+001, 1.8531166E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6350067E+002, 1.4720920E+002,-6.3958479E+001,-2.8593047E+001,-5.2269041E+001, 8.4762304E-001, 0.0000000E+000, 0.0000000E+000, 4.5104295E+000, 3.2362548E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6380534E+002, 1.5850120E+002,-6.8047744E+001,-2.8336506E+001,-5.1902638E+001, 8.7020156E-001, 0.0000000E+000, 0.0000000E+000, 1.1522440E+001, 1.1084514E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6410931E+002, 1.6398297E+002,-6.9434518E+001,-3.0575149E+001,-5.1702328E+001, 8.7645616E-001, 0.0000000E+000, 0.0000000E+000, 1.3138592E+001, 1.3147429E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6440080E+002, 1.6404870E+002,-6.9208530E+001,-3.3730118E+001,-5.1871730E+001, 8.6493824E-001, 0.0000000E+000, 0.0000000E+000, 1.0355858E+001, 1.0103262E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6470772E+002, 1.5723668E+002,-6.6545668E+001,-3.2747089E+001,-5.2203474E+001, 8.8163478E-001, 0.0000000E+000, 0.0000000E+000, 6.7674967E+000, 6.6220863E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6500066E+002, 1.6089548E+002,-6.7804769E+001,-3.1484073E+001,-5.1882089E+001, 8.3248801E-001, 0.0000000E+000, 0.0000000E+000, 1.1441850E+001, 1.0557040E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6530727E+002, 1.5272020E+002,-6.6494462E+001,-3.1771575E+001,-5.2157242E+001, 8.1461825E-001, 0.0000000E+000, 0.0000000E+000, 2.2414577E+000, 3.1115406E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6560867E+002, 1.6456810E+002,-6.7983270E+001,-3.2696057E+001,-5.1868418E+001, 8.3022538E-001, 0.0000000E+000, 0.0000000E+000, 1.1020343E+001, 1.2850583E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6590628E+002, 1.6650488E+002,-6.8915673E+001,-3.2674012E+001,-5.1575223E+001, 8.6809734E-001, 0.0000000E+000, 0.0000000E+000, 1.2110611E+001, 1.4208071E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6620496E+002, 1.5665433E+002,-6.6191399E+001,-3.4697194E+001,-5.1776353E+001, 8.6232329E-001, 0.0000000E+000, 0.0000000E+000, 5.4332408E+000, 4.8517100E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6650864E+002, 1.6506677E+002,-6.9791557E+001,-3.4398262E+001,-5.2188454E+001, 8.8750393E-001, 0.0000000E+000, 0.0000000E+000, 9.2022904E+000, 9.5760019E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6681232E+002, 1.5425132E+002,-6.5308160E+001,-3.1349213E+001,-5.2275744E+001, 8.7486404E-001, 0.0000000E+000, 0.0000000E+000, 6.8463896E+000, 6.1930634E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6710710E+002, 1.5468214E+002,-6.7530563E+001,-2.9867642E+001,-5.2250304E+001, 8.7913626E-001, 0.0000000E+000, 0.0000000E+000, 7.5725523E+000, 5.9127693E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6740195E+002, 1.6242024E+002,-6.9573769E+001,-3.7202051E+001,-5.2046981E+001, 8.2987559E-001, 0.0000000E+000, 0.0000000E+000, 5.6543943E+000, 4.4273145E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6770944E+002, 1.5822050E+002,-6.6801913E+001,-3.7704150E+001,-5.2194361E+001, 8.3061215E-001, 0.0000000E+000, 0.0000000E+000, 2.7189789E+000, 2.3506883E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6800560E+002, 1.6095883E+002,-6.9230005E+001,-3.2232110E+001,-5.2175895E+001, 8.5500586E-001, 0.0000000E+000, 0.0000000E+000, 8.7649004E+000, 8.1758300E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6830939E+002, 1.6904996E+002,-7.2112853E+001,-3.1879168E+001,-5.2558296E+001, 8.7320323E-001, 0.0000000E+000, 0.0000000E+000, 1.1770423E+001, 1.3372848E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6860767E+002, 1.5012569E+002,-6.6114880E+001,-3.2409342E+001,-5.2932684E+001, 8.6323123E-001, 0.0000000E+000, 0.0000000E+000,-1.2934454E-001,-4.6798944E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6890022E+002, 1.6384741E+002,-6.8327956E+001,-2.8275883E+001,-5.2737328E+001, 8.6342228E-001, 0.0000000E+000, 0.0000000E+000, 1.3253054E+001, 1.5369668E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6920598E+002, 1.6570680E+002,-6.8088116E+001,-2.8007020E+001,-5.2247264E+001, 8.8608311E-001, 0.0000000E+000, 0.0000000E+000, 1.7759215E+001, 1.8250486E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6950639E+002, 1.5561282E+002,-6.7920710E+001,-3.1798858E+001,-5.2308295E+001, 8.7562253E-001, 0.0000000E+000, 0.0000000E+000, 5.5074678E+000, 4.4605812E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.6980238E+002, 1.4904016E+002,-6.7669553E+001,-3.7626374E+001,-5.2157473E+001, 8.1846955E-001, 0.0000000E+000, 0.0000000E+000,-6.1319942E+000,-7.5947757E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7010266E+002, 1.7645549E+002,-7.2666166E+001,-3.7284110E+001,-5.1917849E+001, 9.0184794E-001, 0.0000000E+000, 0.0000000E+000, 1.3708061E+001, 1.5489215E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7040356E+002, 1.6220502E+002,-6.6206524E+001,-3.3937417E+001,-5.1664876E+001, 9.0118364E-001, 0.0000000E+000, 0.0000000E+000, 1.2106746E+001, 1.1297391E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7070447E+002, 1.4456068E+002,-6.3962463E+001,-3.2602744E+001,-5.1646617E+001, 8.4302126E-001, 0.0000000E+000, 0.0000000E+000, 2.2754581E-001,-2.8081261E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7100511E+002, 1.6848811E+002,-7.0885173E+001,-3.3206087E+001,-5.1571840E+001, 8.8108992E-001, 0.0000000E+000, 0.0000000E+000, 1.1735668E+001, 1.3706097E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7130792E+002, 1.6062684E+002,-6.8191992E+001,-3.1821371E+001,-5.1591159E+001, 8.4677051E-001, 0.0000000E+000, 0.0000000E+000, 8.9833502E+000, 9.8690932E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7160982E+002, 1.4568734E+002,-6.6187246E+001,-3.0743074E+001,-5.1835652E+001, 8.2553002E-001, 0.0000000E+000, 0.0000000E+000,-8.9752271E-001,-2.2531033E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7190030E+002, 1.7611957E+002,-7.3574141E+001,-3.2617232E+001,-5.2202786E+001, 8.7826166E-001, 0.0000000E+000, 0.0000000E+000, 1.5793900E+001, 1.8603677E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7220322E+002, 1.5761705E+002,-6.8932867E+001,-3.1075915E+001,-5.2393764E+001, 8.5438342E-001, 0.0000000E+000, 0.0000000E+000, 5.8924070E+000, 6.0688905E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7250739E+002, 1.6208109E+002,-6.8583547E+001,-2.8959547E+001,-5.2402220E+001, 8.6622141E-001, 0.0000000E+000, 0.0000000E+000, 1.1637502E+001, 1.3001999E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7280905E+002, 1.5208580E+002,-6.6766683E+001,-3.2075278E+001,-5.2643601E+001, 8.1811909E-001, 0.0000000E+000, 0.0000000E+000, 3.2856785E+000, 1.4183610E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7310918E+002, 1.5716823E+002,-6.9063679E+001,-3.5034387E+001,-5.2580825E+001, 8.4281428E-001, 0.0000000E+000, 0.0000000E+000, 2.2048185E+000, 1.3321555E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7341167E+002, 1.6967367E+002,-6.9896589E+001,-3.3695830E+001,-5.2667192E+001, 8.7172190E-001, 0.0000000E+000, 0.0000000E+000, 1.4625162E+001, 1.4285779E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7371004E+002, 1.5935065E+002,-6.9904199E+001,-3.3142597E+001,-5.2841775E+001, 8.8018959E-001, 0.0000000E+000, 0.0000000E+000, 4.6792859E+000, 4.3422650E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7400365E+002, 1.6909177E+002,-7.0220581E+001,-3.3255170E+001,-5.2783723E+001, 8.8364074E-001, 0.0000000E+000, 0.0000000E+000, 1.3051462E+001, 1.3715937E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7430179E+002, 1.5261465E+002,-6.7322091E+001,-3.1754001E+001,-5.2667544E+001, 8.5158842E-001, 0.0000000E+000, 0.0000000E+000, 2.4170115E+000, 1.7226045E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7460320E+002, 1.5286694E+002,-6.6611634E+001,-2.9688743E+001,-5.2591318E+001, 8.2427245E-001, 0.0000000E+000, 0.0000000E+000, 5.1717098E+000, 4.7995124E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7490085E+002, 1.6156629E+002,-6.9396860E+001,-3.2060556E+001,-5.2362862E+001, 8.3990931E-001, 0.0000000E+000, 0.0000000E+000, 7.2215452E+000, 8.5859260E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7520395E+002, 1.7049408E+002,-6.8421896E+001,-3.6117431E+001,-5.1512931E+001, 8.5465015E-001, 0.0000000E+000, 0.0000000E+000, 1.1888964E+001, 1.5296470E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7551151E+002, 1.6125958E+002,-6.4991311E+001,-3.4754853E+001,-5.1357942E+001, 8.9602014E-001, 0.0000000E+000, 0.0000000E+000, 1.2179674E+001, 1.1051498E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7580292E+002, 1.4442715E+002,-6.8210187E+001,-2.9322234E+001,-5.1031880E+001, 8.6082786E-001, 0.0000000E+000, 0.0000000E+000,-1.0115108E+000,-3.2763269E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7610101E+002, 1.6464134E+002,-6.8801666E+001,-3.0708188E+001,-5.1016794E+001, 8.4313554E-001, 0.0000000E+000, 0.0000000E+000, 1.5475877E+001, 1.4957828E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7640845E+002, 1.5886056E+002,-6.7187025E+001,-3.6938927E+001,-5.1746320E+001, 8.0516188E-001, 0.0000000E+000, 0.0000000E+000, 3.7864101E+000, 3.7934462E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7670212E+002, 1.6790456E+002,-6.9217154E+001,-3.7446912E+001,-5.1392216E+001, 8.6172412E-001, 0.0000000E+000, 0.0000000E+000, 9.6119023E+000, 1.0710004E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7700139E+002, 1.6090793E+002,-6.6269097E+001,-3.4721732E+001,-5.1359588E+001, 8.9758664E-001, 0.0000000E+000, 0.0000000E+000, 1.1625182E+001, 9.4550987E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7730267E+002, 1.4865973E+002,-6.6123377E+001,-3.5979211E+001,-5.1445409E+001, 8.4132598E-001, 0.0000000E+000, 0.0000000E+000,-3.0771292E+000,-4.0469404E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7760516E+002, 1.6884582E+002,-6.8129204E+001,-3.6799176E+001,-5.1142243E+001, 8.3040775E-001, 0.0000000E+000, 0.0000000E+000, 1.1077170E+001, 1.3605606E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7790388E+002, 1.5328669E+002,-6.5569284E+001,-3.7022421E+001,-5.1199062E+001, 8.4599965E-001, 0.0000000E+000, 0.0000000E+000,-3.0208709E-002, 3.4192525E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7820380E+002, 1.6307164E+002,-7.0785253E+001,-3.5050079E+001,-5.1174007E+001, 8.4497891E-001, 0.0000000E+000, 0.0000000E+000, 6.3398684E+000, 6.9072777E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7851007E+002, 1.5509542E+002,-6.8783347E+001,-3.6696189E+001,-5.1622400E+001, 8.4446438E-001, 0.0000000E+000, 0.0000000E+000, 8.7030275E-002,-1.1620498E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7880806E+002, 1.6967336E+002,-7.0424629E+001,-3.8180794E+001,-5.1776705E+001, 8.8353479E-001, 0.0000000E+000, 0.0000000E+000, 7.7750990E+000, 1.0174763E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7911159E+002, 1.5487869E+002,-6.6325587E+001,-3.5972790E+001,-5.2267435E+001, 8.5325222E-001, 0.0000000E+000, 0.0000000E+000, 4.5806357E-001, 1.1661322E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7940689E+002, 1.6854904E+002,-6.8415493E+001,-3.4638569E+001,-5.2664934E+001, 8.6970679E-001, 0.0000000E+000, 0.0000000E+000, 1.2016982E+001, 1.3699751E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.7970464E+002, 1.5717539E+002,-6.8556791E+001,-3.1957433E+001,-5.2252926E+001, 8.6544042E-001, 0.0000000E+000, 0.0000000E+000, 6.6041705E+000, 5.2736854E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8000662E+002, 1.5472567E+002,-6.8173871E+001,-3.3237910E+001,-5.1944746E+001, 8.5276810E-001, 0.0000000E+000, 0.0000000E+000, 5.5517807E+000, 2.2219071E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8030692E+002, 1.7603925E+002,-7.2585577E+001,-3.4936704E+001,-5.1998534E+001, 9.1585851E-001, 0.0000000E+000, 0.0000000E+000, 1.7454032E+001, 1.7434295E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8060616E+002, 1.4955833E+002,-6.7583372E+001,-3.5431294E+001,-5.1912690E+001, 8.7524659E-001, 0.0000000E+000, 0.0000000E+000,-1.1998313E+000,-4.4937835E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8091133E+002, 1.5649464E+002,-6.9188277E+001,-3.3329079E+001,-5.2284379E+001, 8.5481760E-001, 0.0000000E+000, 0.0000000E+000, 1.7616462E+000, 2.5477224E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8120320E+002, 1.7025398E+002,-6.8847982E+001,-2.8713423E+001,-5.1913764E+001, 8.5719827E-001, 0.0000000E+000, 0.0000000E+000, 1.9315215E+001, 2.1636013E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8150064E+002, 1.6032540E+002,-6.8526533E+001,-3.4576784E+001,-5.1881294E+001, 8.6093841E-001, 0.0000000E+000, 0.0000000E+000, 6.3091084E+000, 6.2017308E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8181085E+002, 1.5154436E+002,-6.6753136E+001,-3.5407855E+001,-5.1212717E+001, 8.5642400E-001, 0.0000000E+000, 0.0000000E+000, 3.5767228E-001,-9.7292768E-001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8210443E+002, 1.5552894E+002,-7.0336812E+001,-3.2011860E+001,-5.0900157E+001, 8.3140436E-001, 0.0000000E+000, 0.0000000E+000, 2.9373928E+000, 3.1115123E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8240222E+002, 1.6359447E+002,-7.1510834E+001,-3.1333102E+001,-5.1407679E+001, 8.5638721E-001, 0.0000000E+000, 0.0000000E+000, 8.3068457E+000, 1.0199245E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8270505E+002, 1.6279848E+002,-6.7492265E+001,-3.2824597E+001,-5.1584499E+001, 8.6396005E-001, 0.0000000E+000, 0.0000000E+000, 1.0281263E+001, 1.1761079E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8300418E+002, 1.6356334E+002,-6.8923390E+001,-3.2321120E+001,-5.1315040E+001, 8.6347023E-001, 0.0000000E+000, 0.0000000E+000, 1.3511327E+001, 1.1867264E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8330225E+002, 1.4378604E+002,-6.6928694E+001,-3.0288979E+001,-5.1556732E+001, 8.4744732E-001, 0.0000000E+000, 0.0000000E+000,-1.8922384E+000,-4.1409139E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8360866E+002, 1.7565948E+002,-7.2803149E+001,-3.4949367E+001,-5.1775762E+001, 8.8041922E-001, 0.0000000E+000, 0.0000000E+000, 1.6002198E+001, 1.7011622E+001, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8390056E+002, 1.5134984E+002,-7.0111730E+001,-3.9147161E+001,-5.1354153E+001, 8.6352312E-001, 0.0000000E+000, 0.0000000E+000,-8.5085253E+000,-8.3996840E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8420746E+002, 1.6249120E+002,-6.7493326E+001,-3.9745817E+001,-5.1662936E+001, 8.3323716E-001, 0.0000000E+000, 0.0000000E+000, 3.6934433E+000, 4.4223591E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8450610E+002, 1.6150550E+002,-7.0224225E+001,-3.6367588E+001,-5.1865652E+001, 8.5253727E-001, 0.0000000E+000, 0.0000000E+000, 3.4720207E+000, 3.9005728E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8480124E+002, 1.5945020E+002,-6.9536585E+001,-3.1930456E+001,-5.1613775E+001, 8.4991867E-001, 0.0000000E+000, 0.0000000E+000, 7.6457275E+000, 7.2193054E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8510849E+002, 1.5893979E+002,-6.8796620E+001,-3.0827697E+001,-5.1832804E+001, 8.4707225E-001, 0.0000000E+000, 0.0000000E+000, 7.7733124E+000, 8.3297426E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
 1.8541089E+002, 1.5871567E+002,-7.0479049E+001,-3.2087781E+001,-5.1807794E+001, 8.5004686E-001, 0.0000000E+000, 0.0000000E+000, 5.0610133E+000, 5.1910968E+000, 0.0000000E+000, 3.3335961E-003, 0.0000000E+000
